Epoch 10: train RMSE 6.2044, test RMSE 6.2044
Epoch 20: train RMSE 6.2044, test RMSE 6.2044
Epoch 30: train RMSE 6.2044, test RMSE 6.2044
Epoch 40: train RMSE 6.2044, test RMSE 6.2044
Epoch 50: train RMSE 6.2044, test RMSE 6.2044
Epoch 60: train RMSE 6.2044, test RMSE 6.2044
Epoch 70: train RMSE 6.2044, test RMSE 6.2044
Epoch 80: train RMSE 6.2044, test RMSE 6.2044
Epoch 90: train RMSE 6.2044, test RMSE 6.2044
